"Year","EarlyLateMid.x","Site","meanDBH","sumDBH","Total_Basal_Area","count_all","count","count_SM","SM_BA","RatioSM_BA","RatioSM_count","SM_Importance200","Agency","Method","GV_mCC","GV_sumNn","GV_sumN","GV_ShannonDiv","GV_ShannonEven","GV_FQI","GV_FQAI","EarlyLateMid.y","BA_ShannonDiv","BA_ShannonEven","YearSite"
2008,"Early","FV-8",29.9571428571429,419.4,1.09374678,14,14,12,0.88618493,0.810228607027305,0.857142857142857,166.737146417016,"TRCA","Cover",10.8888888888889,22,22,0.443174743897592,0.46053359626162,2.88638191969648,6.64927522966369,"Early",0.598012001031035,0.226600610119454,"2008 FV-8"
2008,"Early","FV-9",25.3045454545455,556.7,1.626561605,22,22,16,0.489891025,0.301181967835765,0.727272727272727,102.845469510849,"TRCA","Cover",9.2,9,9,0.373243726587826,0.436703280648663,4.06227450968138,6.70189928855238,"Early",1.36579951892715,0.441857250275957,"2008 FV-9"
2009,"Early","FV-3",16.1413793103448,936.2,1.28608748,58,58,0,0,0,0,0,"TRCA","Cover",8.3,30,57,1.26070838668229,0.728452940836864,1.6303073577401,3.36437589498725,"Early",0.633117031433712,0.155923141831884,"2009 FV-3"
2010,"Early","FV-22",25.05,350.7,0.788569395,14,14,5,0.435236185,0.551931368069389,0.357142857142857,90.9074225212246,"TRCA","Cover",12.9,27,29,0.581698500501631,0.560632100332831,3.14556919437917,7.21013346006654,"Early",0.91358234947384,0.346177530598408,"2010 FV-22"
2010,"Early","FV-24",26.3,315.6,0.80896605,12,12,6,0.31612107,0.390771738814008,0.5,89.0771738814008,"TRCA","Cover",37.8,88,91,1.61708251373444,0.742665863140547,1.48391876644688,12.1235504703046,"Early",1.2828918609565,0.516273664069413,"2010 FV-24"
2010,"Early","FV-27",23.2958333333333,559.1,1.200069535,24,24,1,0.021892865,0.0182429970609995,0.0416666666666667,5.99096637276661,"TRCA","Cover",43.2,88,88,1.7986619090831,0.834691059789136,1.67619574091147,14.4767378535061,"Early",1.57776577405694,0.496456592078619,"2010 FV-27"
2013,"Mid","FV-1",20.6913043478261,475.9,0.853986585,23,23,0,0,0,0,0,"TRCA","Cover",5.88888888888889,12,18,0.51086708116834,0.586730934958646,2.69336031135963,3.87486910581892,"Mid",0.248141119007181,0.079139396190418,"2013 FV-1"
2013,"Mid","FV-10",23.0041666666667,552.1,1.168751175,24,24,0,0,0,0,0,"TRCA","Cover",32.7,79,108,1.54583049199594,0.662876605852766,1.50564089662267,9.85676038953728,"Mid",1.22138567316356,0.384318749261034,"2013 FV-10"
2013,"Mid","FV-11",28.1875,676.5,1.757045875,24,24,14,0.66348671,0.377614904334811,0.583333333333333,96.0948237668145,"TRCA","Cover",19.2,40,42,0.802353093202058,0.570976935459478,2.57230842691195,9.19191510346279,"Mid",1.02917920688563,0.323839450753718,"2013 FV-11"
2013,"Mid","FV-12",23.9166666666667,574,1.32370311,24,24,15,0.64664218,0.488509980157106,0.625,111.350998015711,"TRCA","Cover",14.4285714285714,21,30,0.745067643512123,0.565088643626252,3.06647624924573,7.15136187140995,"Mid",1.09194341116448,0.343588708516283,"2013 FV-12"
2013,"Mid","FV-13",37.0363636363636,407.4,1.3873619,11,11,10,1.291748115,0.931082304480179,0.909090909090909,184.017321357109,"TRCA","Cover",11,29,38,0.890879843744529,0.657275214116245,2.60003122432685,5.88240817070095,"Mid",0.250830321444059,0.104604368793528,"2013 FV-13"
2013,"Mid","FV-14",28.2272727272727,310.5,0.842561695,11,11,7,0.52251484,0.620150243122553,0.636363636363636,125.651387948619,"TRCA","Cover",11,25,38,0.968106905688787,0.733232764577758,2.07408546581993,5.34644657909288,"Mid",0.726498987127318,0.302973609968998,"2013 FV-14"
2013,"Mid","FV-15",33.3684210526316,634,2.56877434,19,19,9,0.125910075,0.0490156231473412,0.473684210526316,52.2699833673657,"TRCA","Cover",6.42857142857143,10,17,0.63177362045911,0.565650861088109,4.11983353783312,4.38270222955751,"Mid",0.76899757675885,0.261169473098251,"2013 FV-15"
2013,"Mid","FV-16",16.8966101694915,996.9,1.637046065,59,59,6,0.09549525,0.0583338807878934,0.101694915254237,16.0028796042131,"TRCA","Cover",10,15,24,0.795563806090201,0.544994339465533,1.47682968380443,4.46431017076779,"Mid",2.06770988341668,0.507097705873203,"2013 FV-16"
2013,"Mid","FV-17",21.6212121212121,1427,2.63373937,66,66,2,0.135708445,0.0515269075390706,0.0303030303030303,8.18299378421009,"TRCA","Cover",3.75,5,5,0.125100605884547,0.180482023721841,2.94194173824159,3.38388347648318,"Mid",0.593754964619505,0.141719306525082,"2013 FV-17"
2013,"Mid","FV-18",23.1176470588235,393,0.88057689,17,17,0,0,0,0,0,"TRCA","Cover",39.1,103,127,1.53605001751137,0.604265425735676,1.2333499397925,10.8403933346424,"Mid",0.928507204934731,0.327722304034266,"2013 FV-18"
2013,"Mid","FV-19",25.9055555555556,466.3,1.360636575,18,18,6,0.938067935,0.689433131694259,0.333333333333333,102.276646502759,"TRCA","Cover",23.2,53,60,1.16373362025863,0.649218552137831,2.04684074322053,9.38618543598289,"Mid",1.06703134684381,0.369167510694361,"2013 FV-19"
2013,"Mid","FV-2",31.9461538461538,415.3,1.239289705,13,13,13,1.239289705,1,1,200,"TRCA","Cover",8.5,16,20,0.331143920987035,0.360264717527318,3.12806470164351,5.33825166804975,"Mid",0,0,"2013 FV-2"
2013,"Mid","FV-20",37.1333333333333,445.6,1.62163416,12,12,8,1.389452355,0.856822327299765,0.666666666666667,152.348899396643,"TRCA","Cover",15.6,34,35,0.672540621597104,0.47558487585896,2.41380027666951,7.67687294933401,"Mid",0.552282510880925,0.222254832360823,"2013 FV-20"
2013,"Mid","FV-21",29.1,552.9,1.606029145,19,19,11,0.73010338,0.45460157573915,0.578947368421053,103.35489441602,"TRCA","Cover",18.8,40,41,1.06661359849036,0.771412140441825,2.41795495143069,9.18195056516302,"Mid",1.51058384750979,0.513029428763176,"2013 FV-21"
2013,"Mid","FV-22",24.8,347.2,0.78337191,14,14,5,0.448901465,0.573037479732966,0.357142857142857,93.0180336875823,"TRCA","Cover",15.75,27,31,0.611480169413306,0.487412146747831,2.72853955131891,6.86150426746766,"Mid",0.833547155056458,0.3158503400826,"2013 FV-22"
2013,"Mid","FV-24",27.4333333333333,329.2,0.87024786,12,12,6,0.346501355,0.398163983994169,0.5,89.8163983994169,"TRCA","Cover",34.5,80,83,1.57824564328022,0.76678619708634,1.5170616725514,11.7941798049334,"Mid",1.27660564756223,0.513743905700098,"2013 FV-24"
2013,"Mid","FV-27",22.8826086956522,526.3,1.110191745,23,23,1,0.02487194,0.0224032831373647,0.0434782608695652,6.58815440069299,"TRCA","Cover",36.4,71,71,1.53933811967527,0.812179010222564,2.03437503388181,13.5051234520235,"Mid",1.4100567917746,0.44970798689761,"2013 FV-27"
2013,"Mid","FV-3",17.287037037037,933.5,1.372910835,54,54,0,0,0,0,0,"TRCA","Cover",9.4,32,56,1.28290546655616,0.761993217474748,1.87672727814559,3.98765388385396,"Mid",0.635963045915308,0.159429829372987,"2013 FV-3"
2013,"Mid","FV-4",34.4615384615385,448,1.62313665,13,13,5,0.431912495,0.266097432400408,0.384615384615385,65.0712817015793,"TRCA","Cover",16.6,37,48,1.03100983161156,0.653511469663159,2.47513811944676,7.50324615798158,"Mid",0.915152186905229,0.356791522703174,"2013 FV-4"
2013,"Mid","FV-5",33.8866666666667,508.3,1.590806425,15,15,4,0.64860311,0.407719694745387,0.266666666666667,67.4386361412054,"TRCA","Cover",9.77777777777778,19,23,0.719475459436234,0.630042045747067,3.49382713754607,6.10736037311244,"Mid",1.2322521161144,0.455032966380333,"2013 FV-5"
2013,"Mid","FV-6",21.848275862069,633.6,1.4088395,29,29,19,0.610846965,0.433581657101465,0.655172413793103,108.875407089457,"TRCA","Cover",5.25,9,10,0.12996509635499,0.118299328794648,3.83678765702728,4.51036297108184,"Mid",1.14324356208422,0.339513847254939,"2013 FV-6"
2013,"Mid","FV-7",24.17,483.4,1.26278711,20,20,17,0.501433665,0.397084877592708,0.85,124.708487759271,"TRCA","Cover",16.5,35,35,0.760698692043373,0.616423056650049,2.72094803114012,8.34872857789516,"Mid",0.671811968090204,0.224256344273782,"2013 FV-7"
2013,"Mid","FV-8",31.4,439.6,1.19012594,14,14,12,0.972755515,0.817355106972965,0.857142857142857,167.449796411582,"TRCA","Cover",11.1,23,25,0.589093867507287,0.622636902778618,3.30986956865232,6.94281700678116,"Mid",0.585568466580768,0.221885466454091,"2013 FV-8"
2013,"Mid","FV-9",26.4190476190476,554.8,1.69741492,21,21,15,0.49649523,0.292500804694235,0.714285714285714,100.678651897995,"TRCA","Cover",13.1,28,29,0.637336503307532,0.574411136386469,3.01143588057322,7.56778960968619,"Mid",1.36894871012603,0.449643166745612,"2013 FV-9"
2018,"Late","FV-1",22.0363636363636,484.8,0.92556995,22,22,0,0,0,0,0,"TRCA","Cover",8.8,17,26,0.672074195826249,0.705826512944172,3.82168830920368,5.26743947307599,"Late",0.2081819596851,0.0673500810249038,"2018 FV-1"
2018,"Late","FV-10",24.3421052631579,462.5,1.022585745,19,19,0,0,0,0,0,"TRCA","Cover",37.9,96,137,1.88720825842702,0.728509492876506,1.34458743411989,10.1673741182997,"Late",0.847823501162103,0.28794059145424,"2018 FV-10"
2018,"Late","FV-11",31.0380952380952,651.8,1.82470738,21,21,11,0.649316675,0.355847015317053,0.523809523809524,87.9656539126577,"TRCA","Cover",22.6,50,59,1.16247317949092,0.73240917420163,2.20166700347555,9.33435796139935,"Late",1.00602764124581,0.330438570194305,"2018 FV-11"
2018,"Late","FV-12",23.088,577.2,1.34159483,25,25,14,0.655763095,0.48879369563462,0.56,104.879369563462,"TRCA","Cover",10.25,17,29,0.744632882882451,0.462048139664225,3.05180514436383,5.38247359307926,"Late",1.10963304496633,0.34472688768967,"2018 FV-12"
2018,"Late","FV-13",38.5181818181818,423.7,1.500718255,11,11,10,1.396708895,0.930693613105946,0.909090909090909,183.978452219685,"TRCA","Cover",15.5,39,56,1.29439161728593,0.783194393894788,2.13301945589157,6.62486584671829,"Late",0.251841078871212,0.105025887380524,"2018 FV-13"
2018,"Late","FV-14",29.125,349.5,0.981588335,12,12,8,0.623413245,0.635106615239066,0.666666666666667,130.177328190573,"TRCA","Cover",12.8,28,51,1.23299832542831,0.78198847786841,2.13330645181875,5.22799782524139,"Late",0.708630612043843,0.285173936857668,"2018 FV-14"
2018,"Late","FV-15",33.2722222222222,598.9,2.467762895,18,18,10,0.196963565,0.0798146229522589,0.555555555555556,63.5370178507815,"TRCA","Cover",13.4444444444444,31,42,0.878354364255219,0.662119414036074,2.66261523205711,6.18672070666822,"Late",0.864503443247108,0.299097664819546,"2018 FV-15"
2018,"Late","FV-16",17.4189655172414,1010.3,1.764233335,58,58,7,0.1151909,0.0652923271059267,0.120689655172414,18.5981982278341,"TRCA","Cover",11.2,13,20,0.782790607343317,0.367789050883816,1.72089764514422,4.52185940693522,"Late",1.97886146728884,0.487351124532232,"2018 FV-16"
2018,"Late","FV-17",22.9666666666667,1378,2.67611053,60,60,2,0.177398225,0.0662895732486804,0.0333333333333333,9.96229065820138,"TRCA","Cover",6.5,9,10,0.377244490985753,0.544248756347826,3.69873135923752,4.98671836946383,"Late",0.562451989861835,0.137372900915935,"2018 FV-17"
2018,"Late","FV-18",23.18125,370.9,0.834210865,16,16,0,0,0,0,0,"TRCA","Cover",38.3,101,135,2.04293765541269,0.801946197402594,1.27700368316542,10.2819145301932,"Late",0.977016727645396,0.352384296959894,"2018 FV-18"
2018,"Late","FV-19",25.6368421052632,487.1,1.474686085,19,19,6,1.0549772,0.715391031847975,0.315789473684211,103.118050553219,"TRCA","Cover",25.5,57,65,1.16448315171039,0.654125059941168,1.92346813463127,9.84690745145883,"Late",0.977741754337601,0.3320638536766,"2018 FV-19"
2018,"Late","FV-2",36.2181818181818,398.4,1.28510623,11,11,11,1.28510623,1,1,200,"TRCA","Cover",6.8,16,22,0.436903545930094,0.548448703595466,3.4876219837253,4.53946372325416,"Late",0,0,"2018 FV-2"
2018,"Late","FV-20",38.8333333333333,466,1.75342153,12,12,8,1.4952052,0.85273573662575,0.666666666666667,151.940240329242,"TRCA","Cover",20.1,45,45,0.965048940447742,0.618276641357145,2.49269195120966,8.95725184069996,"Late",0.564768165310062,0.227279429333189,"2018 FV-20"
2018,"Late","FV-21",31.1277777777778,560.3,1.697938515,18,18,10,0.775915195,0.456974848114568,0.555555555555556,101.253040367012,"TRCA","Cover",23.8,51,52,1.39516666752079,0.869942426698299,2.12634207721295,10.333988514494,"Late",1.50716875523,0.521444603488318,"2018 FV-21"
2018,"Late","FV-22",25.08,376.2,0.88011845,15,15,5,0.48919787,0.555831854223713,0.333333333333333,88.9165187557046,"TRCA","Cover",13.5,31,37,0.660936582141223,0.527018986293634,2.08638510950999,6.20122649424431,"Late",0.847967490378177,0.31312842355472,"2018 FV-22"
2018,"Late","FV-24",24.3083333333333,291.7,0.751267765,12,12,7,0.38051462,0.506496668335024,0.583333333333333,108.983000166836,"TRCA","Cover",38,88,95,1.81623015517575,0.820403171255977,1.47649309344164,12.2760481642583,"Late",0.81204404950956,0.326790565584763,"2018 FV-24"
2018,"Late","FV-27",24.2636363636364,533.8,1.23813654,22,22,2,0.04059549,0.0327875712318449,0.0909090909090909,12.3696662140936,"TRCA","Cover",49.4,104,104,1.72186461345591,0.742277462518491,1.51570793342718,15.2598130845867,"Late",1.43539427528159,0.464372229414733,"2018 FV-27"
2018,"Late","FV-3",18.556862745098,946.4,1.5056457,51,51,0,0,0,0,0,"TRCA","Cover",13,45,67,1.18480217863195,0.622504136968618,1.38968775214229,4.98574200900681,"Late",0.581968380450101,0.148014798928624,"2018 FV-3"
2018,"Late","FV-4",36.425,437.1,1.705862305,12,12,5,0.502135455,0.294358726098939,0.416666666666667,71.1025392765606,"TRCA","Cover",28.8,71,95,1.68774452648723,0.761399622416074,1.63231094891832,9.33416159197554,"Late",0.878672984542401,0.353604021550413,"2018 FV-4"
2018,"Late","FV-5",35.0066666666667,525.1,1.694230175,15,15,4,0.676994205,0.399588093158593,0.266666666666667,66.625475982526,"TRCA","Cover",25.4,58,74,1.51054918561712,0.883570644010087,2.28699537054503,9.16694552300404,"Late",1.23686992037518,0.456738180064667,"2018 FV-5"
2018,"Late","FV-6",23.45,656.6,1.57184004,28,28,19,0.877993455,0.558576847934221,0.678571428571429,123.714827650565,"TRCA","Cover",10.6,25,28,0.70445699869726,0.634582723706592,2.86809900057308,6.15915532205003,"Late",0.893699850913289,0.268200780649655,"2018 FV-6"
2018,"Late","FV-7",25.0294117647059,425.5,1.125682935,17,17,15,0.53934367,0.479125740677592,0.882352941176471,136.147868185406,"TRCA","Cover",18.6,40,42,0.908914261249509,0.617391392516639,2.3557195142852,9.06754035347566,"Late",0.692275457825796,0.244342862240896,"2018 FV-7"
2018,"Late","FV-8",28.1071428571429,393.5,1.008637865,14,14,12,0.834374145,0.827228655549234,0.857142857142857,168.437151269209,"TRCA","Cover",17.1,39,42,0.964312114620718,0.665217767433824,2.3297656683537,8.38363636415234,"Late",0.504749494601687,0.191261284450866,"2018 FV-8"
2018,"Late","FV-9",30.9,525.3,1.748285275,17,17,12,0.513127025,0.293503029704348,0.705882352941177,99.9385382645525,"TRCA","Cover",21.3,49,56,1.37718971538304,0.827498158286381,2.06967501277008,8.91197082343556,"Late",1.36939917925589,0.483337826333745,"2018 FV-9"
